key,value
05:14:15,4
05:14:16,1
05:14:17,3
05:14:18,4
05:14:19,3
05:14:20,5
05:14:21,4
05:14:22,2
05:14:23,5
05:14:24,4
05:14:25,3
05:14:26,6
05:14:27,2
05:14:29,4
05:14:30,5
05:14:31,3
05:14:32,3
05:14:33,6
05:14:34,4
05:14:35,2
05:14:36,4
05:14:37,4
05:14:38,2
05:14:39,2
05:14:40,4
05:14:41,2
05:14:42,1
05:14:43,3
05:14:44,2
05:14:45,5
05:14:46,4
05:14:47,4
05:14:48,2
05:14:49,4
05:14:50,6
05:14:51,3
05:14:52,6
05:14:53,8
05:14:54,3
05:14:55,3
05:14:56,4
05:14:57,4
05:14:58,1
05:14:59,7
05:15:00,3
05:15:01,3
05:15:02,2
05:15:03,4
05:15:04,2
05:15:05,5
05:15:06,3
05:15:07,6
05:15:08,8
05:15:09,9
05:15:10,4
05:15:11,6
05:15:12,4
05:15:13,6
05:15:14,5
05:15:15,4
05:15:16,4
05:15:18,4
05:15:19,1
05:15:20,6
05:15:21,4
05:15:22,2
05:15:23,5
05:15:24,6
05:15:25,2
05:15:26,2
05:15:27,6
05:15:28,3
05:15:29,2
05:15:30,6
05:15:31,2
05:15:32,4
05:15:33,6
05:15:34,9
05:15:35,3
05:15:36,1
05:15:37,4
05:15:39,5
05:15:40,6
05:15:41,2
05:15:42,9
05:15:43,3
05:15:44,4
05:15:45,5
05:15:47,3
05:15:48,3
05:15:49,1
05:15:50,2
05:15:51,4
05:15:52,5
05:15:53,12
05:15:54,4
05:15:55,5
05:15:56,2
05:15:57,1
05:15:59,1
05:16:00,4
05:16:01,2
05:16:02,6
05:16:03,5
05:16:05,5
05:16:06,4
05:16:07,5
05:16:08,6
05:16:09,13
05:16:10,17
05:16:11,13
05:16:12,46
05:16:13,3
05:16:14,3
05:16:15,2
05:16:17,4
05:16:18,1
05:16:19,8
05:16:20,4
05:16:21,5
05:16:22,2
05:16:23,2
05:16:24,3
05:16:25,5
05:16:26,5
05:16:27,2
05:16:28,1
05:16:29,4
05:16:30,3
05:16:31,4
05:16:33,2
05:16:34,3
05:16:35,3
05:16:36,3
05:16:38,3
05:16:39,1
05:16:40,2
05:16:41,4
05:16:42,3
05:16:43,2
05:16:44,1
05:16:45,5
05:16:46,8
05:16:47,1
05:16:48,4
05:16:49,3
05:16:50,3
05:16:51,3
05:16:52,4
05:16:53,6
05:16:54,3
05:16:55,4
05:16:56,3
05:16:58,3
05:16:59,3
05:17:00,2
05:17:01,6
05:17:02,6
05:17:03,3
05:17:04,4
05:17:05,5
05:17:06,2
05:17:07,10
05:17:08,1
05:17:09,16
05:17:10,17
05:17:11,16
05:17:12,20
05:17:13,3
05:17:14,4
05:17:15,2
05:17:16,1
05:17:17,3
05:17:18,4
05:17:19,12
05:17:20,43
05:17:21,12
05:17:22,5
05:17:23,8
05:17:24,3
05:17:25,3
05:17:26,2
05:17:27,3
05:17:28,1
05:17:29,2
05:17:30,2
05:17:31,6
05:17:32,5
05:17:33,3
05:17:34,3
05:17:35,4
05:17:36,2
05:17:37,2
05:17:39,4
05:17:40,1
05:17:41,6
05:17:42,4
05:17:43,4
05:17:44,1
05:17:45,5
05:17:46,2
05:17:47,2
05:17:48,7
05:17:49,2
05:17:50,2
05:17:51,3
05:17:52,8
05:17:53,4
05:17:55,2
05:17:56,1
05:17:57,2
05:17:58,1
05:17:59,2
05:18:00,4
05:18:01,3
05:18:02,4
05:18:03,4
05:18:04,4
05:18:05,1
05:18:06,5
05:18:07,3
05:18:08,7
05:18:09,3
05:18:10,5
05:18:11,4
05:18:12,3
05:18:13,6
05:18:14,6
05:18:15,4
05:18:16,4
05:18:17,1
05:18:18,5
05:18:19,4
05:18:20,5
05:18:21,3
05:18:22,1
05:18:23,2
05:18:24,4
05:18:25,3
05:18:26,5
05:18:27,6
05:18:28,7
05:18:29,3
05:18:30,6
05:18:31,4
05:18:32,6
05:18:33,5
05:18:34,5
05:18:35,4
05:18:36,7
05:18:37,6
05:18:38,2
05:18:39,6
05:18:40,4
05:18:41,3
05:18:42,3
05:18:43,6
05:18:44,2
05:18:45,3
05:18:46,5
05:18:47,4
05:18:48,3
05:18:49,5
05:18:50,1
05:18:51,3
05:18:52,5
05:18:53,1
05:18:54,3
05:18:55,7
05:18:56,5
05:18:58,1
05:18:59,5
05:19:00,1
05:19:01,1
05:19:02,6
05:19:03,3
05:19:04,3
05:19:05,5
05:19:06,3
05:19:07,4
05:19:08,5
05:19:09,5
05:19:10,3
05:19:11,6
05:19:12,5
05:19:13,4
05:19:14,9
05:19:15,1
05:19:16,1
05:19:17,2
05:19:18,5
05:19:19,5
05:19:20,3
05:19:21,3
05:19:22,3
05:19:23,1
05:19:24,1
05:19:25,5
05:19:26,5
05:19:28,2
05:19:29,2
05:19:30,3
05:19:31,1
05:19:32,4
05:19:33,2
05:19:34,4
05:19:35,9
05:19:36,4
05:19:37,5
05:19:38,5
05:19:39,4
05:19:40,2
05:19:41,4
05:19:42,2
05:19:43,2
05:19:44,2
05:19:45,2
05:19:46,2
05:19:47,7
05:19:48,1
05:19:49,5
05:19:50,2
05:19:51,4
05:19:52,2
05:19:53,1
05:19:54,3
05:19:55,8
05:19:57,3
05:19:58,1
05:19:59,2
05:20:00,1
05:20:01,4
05:20:02,3
05:20:03,3
05:20:04,4
05:20:05,5
05:20:06,1
05:20:08,6
05:20:09,4
05:20:10,5
05:20:11,5
05:20:12,4
05:20:13,1
05:20:14,3
05:20:15,5
05:20:16,4
05:20:17,5
05:20:18,9
05:20:19,5
05:20:20,3
05:20:21,7
05:20:22,3
05:20:23,3
05:20:24,2
05:20:25,5
05:20:26,3
05:20:27,7
05:20:28,1
05:20:29,3
05:20:30,3
05:20:31,7
05:20:32,4
05:20:33,4
05:20:34,1
05:20:35,3
05:20:36,54
05:20:37,1
05:20:38,2
05:20:39,2
05:20:40,3
05:20:41,2
05:20:42,5
05:20:43,3
05:20:44,3
05:20:45,2
05:20:46,3
05:20:47,7
05:20:48,1
05:20:49,1
05:20:50,3
05:20:51,1
05:20:52,3
05:20:53,6
05:20:54,1
05:20:55,3
05:20:56,3
05:20:57,3
05:20:58,2
05:20:59,4
05:21:00,3
05:21:01,6
05:21:02,3
05:21:03,6
05:21:04,8
05:21:05,1
05:21:07,4
05:21:08,3
05:21:09,3
05:21:10,6
05:21:11,3
05:21:12,3
05:21:13,5
05:21:14,1
05:21:15,1
05:21:16,3
05:21:17,6
05:21:18,2
05:21:19,1
05:21:20,3
05:21:21,3
05:21:22,2
05:21:23,1
05:21:24,7
05:21:25,2
05:21:26,1
05:21:27,2
05:21:29,3
05:21:30,1
05:21:31,4
05:21:32,2
05:21:33,2
05:21:34,2
05:21:35,2
05:21:36,2
05:21:37,2
05:21:38,4
05:21:40,1
05:21:42,4
05:21:43,1
05:21:44,7
05:21:45,4
05:21:46,1
05:21:47,2
05:21:48,3
05:21:49,4
05:21:50,8
05:21:51,3
05:21:52,3
05:21:53,3
05:21:54,2
05:21:55,2
05:21:56,7
05:21:57,4
05:21:58,2
05:21:59,6
05:22:00,2
05:22:01,2
05:22:02,10
05:22:03,5
05:22:04,5
05:22:05,1
05:22:06,4
05:22:07,2
05:22:08,5
05:22:11,3
05:22:13,1
05:22:14,1
05:22:15,2
05:22:16,3
05:22:17,8
05:22:18,4
05:22:19,5
05:22:21,2
05:22:22,5
05:22:24,3
05:22:25,1
05:22:27,3
05:22:28,1
05:22:29,1
05:22:31,2
05:22:32,2
05:22:33,3
05:22:34,7
05:22:35,4
05:22:36,2
05:22:37,1
05:22:38,2
05:22:39,4
05:22:41,2
05:22:42,3
05:22:43,2
05:22:44,1
05:22:45,3
05:22:46,5
05:22:47,3
05:22:48,2
05:22:49,3
05:22:50,4
05:22:51,3
05:22:53,2
05:22:54,2
05:22:55,2
05:22:56,4
05:22:57,1
05:22:58,4
05:22:59,1
05:23:00,1
05:23:01,3
05:23:02,4
05:23:03,4
05:23:04,5
05:23:05,4
05:23:06,6
05:23:07,1
05:23:08,4
05:23:09,1
05:23:11,3
05:23:12,7
05:23:13,2
05:23:14,3
05:23:15,7
05:23:16,5
05:23:17,1
05:23:18,6
05:23:19,4
05:23:20,2
05:23:21,3
05:23:22,2
05:23:23,3
05:23:24,6
05:23:25,4
05:23:26,2
05:23:27,7
05:23:28,3
05:23:29,4
05:23:30,3
05:23:31,6
05:23:32,3
05:23:33,5
05:23:34,2
05:23:35,5
05:23:36,2
05:23:37,5
05:23:38,7
05:23:39,3
05:23:40,4
05:23:41,3
05:23:42,3
05:23:43,1
05:23:44,3
05:23:45,1
05:23:46,3
05:23:47,4
05:23:48,2
05:23:49,5
05:23:50,4
05:23:51,4
05:23:53,2
05:23:54,5
05:23:55,6
05:23:56,4
05:23:58,4
05:23:59,5
05:24:00,2
05:24:01,1
05:24:02,3
05:24:03,8
05:24:04,5
05:24:05,3
05:24:06,2
05:24:07,3
05:24:08,1
05:24:09,4
05:24:10,5
05:24:11,4
05:24:12,1
05:24:13,3
05:24:14,4
05:24:15,9
05:24:16,3
05:24:17,8
05:24:18,3
05:24:19,1
05:24:20,7
05:24:21,5
05:24:22,5
05:24:23,3
05:24:25,2
05:24:26,2
05:24:27,8
05:24:28,2
05:24:29,5
05:24:30,2
05:24:31,3
05:24:32,3
05:24:33,5
05:24:34,9
05:24:35,2
05:24:36,3
05:24:37,2
05:24:38,3
05:24:39,3
05:24:40,2
05:24:41,2
05:24:42,4
05:24:43,4
05:24:44,2
05:24:45,5
05:24:46,3
05:24:47,2
05:24:48,2
05:24:49,3
05:24:50,1
05:24:51,1
05:24:52,2
05:24:53,1
05:24:54,2
05:24:55,5
05:24:56,4
05:24:57,3
05:24:58,2
05:24:59,3
05:25:00,5
05:25:02,7
05:25:03,6
05:25:04,4
05:25:05,7
05:25:06,8
05:25:07,3
05:25:08,3
05:25:09,4
05:25:10,5
05:25:11,2
05:25:12,2
05:25:13,2
05:25:14,5
05:25:16,2
05:25:17,4
05:25:18,4
05:25:19,2
05:25:20,4
05:25:21,3
05:25:22,3
05:25:23,7
05:25:24,3
05:25:25,2
05:25:26,1
05:25:27,3
05:25:28,3
05:25:29,3
05:25:30,1
05:25:31,5
05:25:32,5
05:25:33,3
05:25:34,2
05:25:35,1
05:25:36,5
05:25:37,1
05:25:38,2
05:25:39,2
05:25:40,4
05:25:41,3
05:25:42,5
05:25:43,3
05:25:44,4
05:25:45,6
05:25:46,5
05:25:47,1
05:25:48,4
05:25:49,3
05:25:50,6
05:25:51,5
05:25:52,1
05:25:53,3
05:25:54,2
05:25:55,2
05:25:56,4
05:25:57,2
05:25:58,1
05:25:59,1
05:26:00,1
05:26:01,4
05:26:02,3
05:26:03,2
05:26:04,2
05:26:05,5
05:26:07,2
05:26:08,4
05:26:09,1
05:26:10,3
05:26:11,4
05:26:12,3
05:26:13,4
05:26:14,2
05:26:15,3
05:26:16,1
05:26:18,3
05:26:19,4
05:26:21,2
05:26:22,6
05:26:24,4
05:26:25,4
05:26:26,3
05:26:27,1
05:26:28,3
05:26:29,4
05:26:30,2
05:26:31,7
05:26:32,3
05:26:33,2
05:26:34,2
05:26:35,4
05:26:36,2
05:26:37,2
05:26:38,6
05:26:39,3
05:26:40,4
05:26:41,3
05:26:42,7
05:26:43,5
05:26:44,4
05:26:45,7
05:26:46,7
05:26:47,2
05:26:48,3
05:26:49,1
05:26:50,5
05:26:51,4
05:26:52,2
05:26:53,5
05:26:54,5
05:26:55,5
05:26:56,11
05:26:57,4
05:26:58,2
05:26:59,3
05:27:00,2
05:27:01,4
05:27:02,4
05:27:03,3
05:27:04,2
05:27:05,3
05:27:06,3
05:27:07,4
05:27:08,6
05:27:09,3
05:27:10,2
05:27:11,1
05:27:12,2
05:27:13,4
05:27:14,5
05:27:15,1
05:27:16,2
05:27:17,9
05:27:18,4
05:27:19,9
05:27:20,1
05:27:21,5
05:27:23,3
05:27:25,4
05:27:26,4
05:27:27,4
05:27:28,3
05:27:29,5
05:27:30,2
05:27:31,6
05:27:32,2
05:27:33,4
05:27:34,3
05:27:35,2
05:27:36,4
05:27:37,1
05:27:38,7
05:27:39,3
05:27:40,6
05:27:41,3
05:27:42,2
05:27:43,3
05:27:44,1
05:27:45,2
05:27:46,4
05:27:47,1
05:27:48,2
05:27:49,4
05:27:50,3
05:27:51,2
05:27:53,5
05:27:54,3
05:27:56,3
05:27:57,4
05:27:58,1
05:27:59,4
05:28:00,5
05:28:01,5
05:28:02,2
05:28:03,6
05:28:04,3
05:28:05,2
05:28:06,1
05:28:07,6
05:28:08,1
05:28:10,3
05:28:11,3
05:28:12,7
05:28:13,2
05:28:14,2
05:28:15,3
05:28:16,4
05:28:17,4
05:28:18,2
05:28:19,3
05:28:20,7
05:28:21,2
05:28:22,3
05:28:23,1
05:28:25,1
05:28:26,3
05:28:27,2
05:28:28,1
05:28:29,1
05:28:30,4
05:28:31,3
05:28:32,2
05:28:33,4
05:28:34,2
05:28:35,2
05:28:36,1
05:28:39,4
05:28:40,4
05:28:41,3
05:28:42,7
05:28:43,1
05:28:44,1
05:28:45,1
05:28:46,6
05:28:47,3
05:28:48,2
05:28:49,4
05:28:50,2
05:28:51,2
05:28:52,3
05:28:53,8
05:28:54,3
05:28:55,4
05:28:56,3
05:28:57,1
05:28:58,3
05:28:59,1
05:29:00,3
05:29:01,4
05:29:02,5
05:29:03,1
05:29:04,6
05:29:05,5
05:29:06,1
05:29:07,4
05:29:08,4
05:29:09,4
05:29:10,5
05:29:11,2
05:29:12,2
05:29:13,3
05:29:14,2
05:29:15,2
05:29:16,1
05:29:17,5
05:29:19,2
05:29:20,7
05:29:21,1
05:29:22,7
05:29:23,5
05:29:24,1
05:29:25,6
05:29:26,1
05:29:27,6
05:29:28,3
05:29:29,2
05:29:30,2
05:29:31,5
05:29:32,6
05:29:33,5
05:29:34,5
05:29:35,4
05:29:37,2
05:29:38,2
05:29:39,1
05:29:40,4
05:29:41,2
05:29:42,1
05:29:43,3
05:29:44,1
05:29:45,1
05:29:46,2
05:29:47,2
05:29:49,2
05:29:50,5
05:29:51,7
05:29:52,2
05:29:53,3
05:29:54,1
05:29:55,4
05:29:56,1
05:29:57,4
05:29:58,6
05:29:59,1
05:30:00,3
05:30:01,2
05:30:02,2
05:30:03,5
05:30:05,3
05:30:06,5
05:30:07,3
05:30:08,6
05:30:09,2
05:30:10,3
05:30:11,3
05:30:12,3
05:30:13,3
05:30:14,2
05:30:15,3
05:30:16,5
05:30:17,2
05:30:18,3
05:30:19,7
05:30:20,3
05:30:21,3
05:30:22,3
05:30:23,1
05:30:24,2
05:30:25,3
05:30:26,5
05:30:27,2
05:30:28,4
05:30:29,1
05:30:30,4
05:30:31,5
05:30:32,7
05:30:33,7
05:30:34,4
05:30:35,2
05:30:36,2
05:30:37,4
05:30:38,3
05:30:40,4
05:30:41,3
05:30:42,7
05:30:43,3
05:30:44,4
05:30:45,5
05:30:46,5
05:30:47,3
05:30:48,5
05:30:49,4
05:30:50,3
05:30:51,3
05:30:52,1
05:30:53,12
05:30:54,2
05:30:55,7
05:30:56,3
05:30:57,3
05:30:58,4
05:30:59,3
05:31:00,1
05:31:01,1
05:31:02,9
05:31:03,4
05:31:04,3
05:31:05,5
05:31:06,1
05:31:07,2
05:31:08,2
05:31:09,10
05:31:10,3
05:31:11,4
05:31:12,2
05:31:13,6
05:31:14,6
05:31:15,6
05:31:16,4
05:31:17,3
05:31:18,1
05:31:19,1
05:31:20,2
05:31:21,2
05:31:22,2
05:31:23,4
05:31:24,1
05:31:25,8
05:31:26,2
05:31:27,1
05:31:28,3
05:31:29,3
05:31:30,4
05:31:31,4
05:31:32,3
05:31:33,5
05:31:34,5
05:31:35,1
05:31:36,5
05:31:37,1
05:31:38,2
05:31:39,2
05:31:40,2
05:31:41,6
05:31:42,2
05:31:43,2
05:31:44,4
05:31:45,9
05:31:46,2
05:31:47,1
05:31:48,5
05:31:49,7
05:31:50,7
05:31:51,1
05:31:52,1
05:31:53,4
05:31:54,6
05:31:55,4
05:31:56,5
05:31:57,5
05:31:58,4
05:31:59,2
05:32:00,1
05:32:01,3
05:32:02,4
05:32:03,4
05:32:04,12
05:32:05,3
05:32:06,7
05:32:07,4
05:32:08,6
05:32:09,2
05:32:10,6
05:32:11,1
05:32:12,6
05:32:13,2
05:32:14,2
05:32:15,3
05:32:16,2
05:32:17,4
05:32:18,4
05:32:19,1
05:32:20,3
05:32:22,2
05:32:23,5
05:32:24,1
05:32:25,2
05:32:26,5
05:32:27,6
05:32:28,2
05:32:29,3
05:32:30,3
05:32:31,4
05:32:32,2
05:32:33,3
05:32:34,5
05:32:35,6
05:32:36,1
05:32:38,4
05:32:39,2
05:32:40,1
05:32:41,1
05:32:42,5
05:32:43,5
05:32:44,5
05:32:45,5
05:32:46,9
05:32:47,4
05:32:48,3
05:32:49,4
05:32:50,3
05:32:51,4
05:32:52,3
05:32:53,3
05:32:54,2
05:32:55,4
05:32:56,3
05:32:57,4
05:32:58,2
05:32:59,4
05:33:00,1
05:33:01,6
05:33:02,1
05:33:03,7
05:33:04,6
05:33:05,1
05:33:06,4
05:33:07,2
05:33:08,2
05:33:09,4
05:33:10,5
05:33:11,1
05:33:12,2
05:33:13,2
05:33:14,1
05:33:15,3
05:33:16,1
05:33:17,3
05:33:18,5
05:33:19,6
05:33:20,3
05:33:21,4
05:33:22,5
05:33:23,2
05:33:24,4
05:33:25,2
05:33:26,1
05:33:27,3
05:33:28,8
05:33:29,2
05:33:30,4
05:33:31,7
05:33:32,2
05:33:33,4
05:33:34,5
05:33:35,2
05:33:36,8
05:33:37,6
05:33:38,3
05:33:39,1
05:33:40,5
05:33:41,6
05:33:42,3
05:33:43,5
05:33:44,2
05:33:45,2
05:33:46,1
05:33:47,4
05:33:48,2
05:33:49,2
05:33:50,3
05:33:51,3
05:33:52,3
05:33:53,6
05:33:54,5
05:33:55,3
05:33:56,3
05:33:57,4
05:33:58,3
05:33:59,5
05:34:00,3
05:34:01,3
05:34:02,3
05:34:03,3
05:34:04,4
05:34:05,6
05:34:06,4
05:34:07,6
05:34:08,5
05:34:09,4
05:34:10,5
05:34:11,1
05:34:12,4
05:34:13,3
05:34:14,3
05:34:15,4
05:34:16,6
05:34:17,2
05:34:18,5
05:34:19,3
05:34:20,4
05:34:21,5
05:34:22,4
05:34:23,2
05:34:24,4
05:34:25,3
05:34:26,3
05:34:27,2
05:34:28,2
05:34:29,6
05:34:30,6
05:34:31,7
05:34:32,3
05:34:33,5
05:34:34,4
05:34:35,2
05:34:36,5
05:34:37,5
05:34:38,2
05:34:39,6
05:34:40,2
05:34:41,5
05:34:42,1
05:34:43,3
05:34:45,5
05:34:46,4
05:34:47,5
05:34:48,1
05:34:49,5
05:34:50,4
05:34:51,6
05:34:52,5
05:34:53,3
05:34:54,3
05:34:55,2
05:34:56,2
05:34:57,4
05:34:58,3
05:34:59,3
05:35:00,2
05:35:01,5
05:35:02,2
05:35:03,7
05:35:04,5
05:35:05,2
05:35:06,3
05:35:07,2
05:35:08,2
05:35:09,7
05:35:10,1
05:35:11,3
05:35:12,4
05:35:13,4
05:35:14,7
05:35:15,2
05:35:16,3
05:35:17,2
05:35:18,3
05:35:19,6
05:35:20,5
05:35:21,5
05:35:22,3
05:35:23,1
05:35:24,3
05:35:25,3
05:35:26,4
05:35:27,4
05:35:28,5
05:35:29,1
05:35:30,3
05:35:31,4
05:35:32,3
05:35:33,2
05:35:34,2
05:35:35,3
05:35:36,4
05:35:37,4
05:35:38,8
05:35:39,3
05:35:40,2
05:35:41,2
05:35:42,5
05:35:43,4
05:35:44,2
05:35:45,3
05:35:46,2
05:35:47,6
05:35:48,7
05:35:49,5
05:35:50,2
05:35:51,4
05:35:52,3
05:35:53,3
05:35:54,3
05:35:55,6
05:35:56,4
05:35:57,4
05:35:58,4
05:35:59,5
05:36:00,3
05:36:01,3
05:36:03,5
05:36:04,2
05:36:05,4
05:36:06,6
05:36:07,6
05:36:08,1
05:36:09,10
05:36:10,7
05:36:11,5
05:36:12,3
05:36:13,2
05:36:14,3
05:36:15,5
05:36:17,3
05:36:19,3
05:36:20,6
05:36:21,5
05:36:22,3
05:36:23,6
05:36:24,3
05:36:25,5
05:36:26,5
05:36:27,6
05:36:28,4
05:36:29,6
05:36:30,5
05:36:31,6
05:36:32,2
05:36:33,6
05:36:34,2
05:36:35,4
05:36:36,2
05:36:37,3
05:36:38,1
05:36:39,2
05:36:40,3
05:36:41,3
05:36:42,2
05:36:43,6
05:36:44,1
05:36:45,1
05:36:46,4
05:36:47,3
05:36:48,7
05:36:49,2
05:36:50,5
05:36:51,2
05:36:52,4
05:36:53,6
05:36:54,4
05:36:55,5
05:36:56,4
05:36:57,7
05:36:58,4
05:36:59,5
05:37:00,4
05:37:01,2
05:37:02,5
05:37:03,2
05:37:04,6
05:37:05,2
05:37:06,3
05:37:07,5
05:37:08,3
05:37:09,3
05:37:10,3
05:37:11,5
05:37:12,6
05:37:13,8
05:37:14,2
05:37:15,4
05:37:16,6
05:37:17,6
05:37:18,1
05:37:19,1
05:37:20,5
05:37:21,5
05:37:22,7
05:37:23,1
05:37:24,3
05:37:25,2
05:37:26,4
05:37:27,2
05:37:28,6
05:37:29,5
05:37:30,2
05:37:31,3
05:37:32,2
05:37:33,6
05:37:34,3
05:37:36,3
05:37:37,2
05:37:38,4
05:37:39,3
05:37:40,4
05:37:41,4
05:37:42,1
05:37:43,2
05:37:44,1
05:37:45,16
05:37:46,11
05:37:47,5
05:37:48,1
05:37:49,3
05:37:50,3
05:37:51,3
05:37:52,4
05:37:53,2
05:37:54,5
05:37:55,2
05:37:56,2
05:37:57,5
05:37:58,4
05:37:59,6
05:38:00,2
05:38:01,4
05:38:02,4
05:38:03,4
05:38:04,3
05:38:05,1
05:38:06,3
05:38:07,7
05:38:08,3
05:38:09,1
05:38:10,2
05:38:11,5
05:38:12,6
05:38:13,2
05:38:14,4
05:38:15,5
05:38:16,3
05:38:17,2
05:38:18,3
05:38:19,2
05:38:20,2
05:38:21,5
05:38:22,2
05:38:23,1
05:38:24,2
05:38:25,4
05:38:26,4
05:38:27,4
05:38:28,6
05:38:29,2
05:38:30,5
05:38:31,1
05:38:32,4
05:38:33,2
05:38:34,2
05:38:35,3
05:38:36,2
05:38:37,3
05:38:38,6
05:38:39,4
05:38:40,6
05:38:41,5
05:38:42,2
05:38:43,4
05:38:44,3
05:38:45,3
05:38:47,3
05:38:48,2
05:38:49,2
05:38:50,4
05:38:51,5
05:38:52,4
05:38:53,4
05:38:54,8
05:38:55,2
05:38:56,3
05:38:57,3
05:38:58,3
05:38:59,2
05:39:00,4
05:39:01,1
05:39:02,3
05:39:03,5
05:39:04,5
05:39:05,5
05:39:06,2
05:39:07,3
05:39:08,4
05:39:09,4
05:39:10,7
05:39:11,3
05:39:12,3
05:39:13,3
05:39:14,1
05:39:15,2
05:39:16,4
05:39:17,2
05:39:18,6
05:39:19,3
05:39:20,3
05:39:21,5
05:39:22,6
05:39:23,6
05:39:24,4
05:39:25,7
05:39:26,4
05:39:27,5
05:39:28,5
05:39:29,2
05:39:30,3
05:39:31,4
05:39:32,4
05:39:33,5
05:39:34,3
05:39:35,3
05:39:36,3
05:39:37,6
05:39:38,2
05:39:39,1
